speaker,cleaned_text,debate,sentiment
Donald Trump,so as you know 22 million people modeled out were expected to die we closed up the greatest economy in the world in order to fight this horrible disease that came from china it’s a worldwide pandemic it’s all over the world you see the spikes in europe and many other places right now if you notice the mortality rate is down 85 the excess mortality rate is way down and much lower than almost any other country and we’re fighting it and we’re fighting it hard there is a spike there was a spike in florida and it’s now gone,second,2
Donald Trump,there was a very big spike in texas it’s now gone there was a very big spike in arizona it’s now gone and there was some spikes and surges and other places they will soon be gone we have a vaccine that’s coming it’s ready it’s going to be announced within weeks and it’s going to be delivered we have operation warp speed which is the military is going to distribute the vaccine,second,2
Donald Trump,i can tell you from personal experience i was in the hospital i had it and i got better and i will tell you that i had something that they gave me a therapeutic i guess they would call it some people could say it was a cure but i was in for a short period of time and i got better very fast or i wouldn’t be here tonight and now they say i’m immune whether it’s four months or a lifetime nobody’s been able to say that but i’m immune more and more people are getting better we have a problem that’s a worldwide problem this is a worldwide problem but i’ve been congratulated by the heads of many countries on what we’ve been able to do if you take a look at what we’ve done in terms of goggles and masks and gowns and everything else and in particular ventilators we’re now making ventilators all over the world thousands and thousands a month distributing them all over the world it will go away and as i say we’re rounding the turn we’re rounding the corner it’s going away,second,3
mediator_2,okay former vice president biden to you how would you lead the country out of this crisis you have two minutes uninterrupted,second,2
Joe Biden,220000 americans dead you hear nothing else i say tonight hear this anyone who is responsible for not taking control in fact not saying i take no responsibility initially anyone is responsible for that many deaths should not remain as president of the united states of america we’re in a situation where there are a thousand deaths a day now a thousand deaths a day and there are over 70000 new cases per day compared to what’s going on in europe as the new england medical journal said they’re starting from a very low rate we’re starting from a very high rate,second,1
Joe Biden,the expectation is we’ll have another 200000 americans dead between now and the end of the year if we just wore these masks the president’s own advisors have told him we can save a 100000 lives and we’re in a circumstance where the president thus far and still has no plan no comprehensive plan,second,1
Joe Biden,what i would do is make sure we have everyone encouraged to wear a mask all the time i would make sure we move into the direction of rapid testing investing in rapid testing i would make sure that we set up national standards as to how to open up schools and open up businesses so they can be safe and give them the wherewithal the financial resources to be able to do that,second,2
Joe Biden,we’re in a situation now where the new england medical journal one of the serious most serious journals in the whole world said for the first time ever that the way this president has responded to this crisis has been absolutely tragic and so folks i will take care of this i will end this i will make sure we have a plan,second,2
mediator_2,president trump i’d like to follow up with you and your comments you talked about taking a therapeutic i assume you’re referencing regeneron you also said a vaccine will be coming within weeks is that a guarantee,second,2
Donald Trump,no it’s not a guarantee but it will be by the end of the year but i think it has a good chance there are two companies i think within a matter of weeks and it will be distributed very quickly,second,3
mediator_2,can you tell us which companies,second,2
Donald Trump,johnson johnson is doing very well moderna is doing very well pfizer is doing very well and we have numerous others then we also have others that we’re working on very closely with other countries in particular europe,second,3
mediator_2,let me follow up with you and because this is new information you have set a vaccine is coming soon within weeks now your own officials say “it could take well into 2021 at the earliest for enough americans to get vaccinated” and even then they say “the country will be wearing masks and distancing into 2022” is your timeline realistic,second,2
Donald Trump,no i think my timeline is going to be more accurate i don’t know that they’re counting on the military the way i do but we have our generals lined up one in particular that’s the head of logistics and this is a very easy distribution for him he’s ready to go as soon as we have the vaccine and we expect to have a 100 million vials as soon as we have the vaccine he’s ready to go,second,2
mediator_2,vice president biden your reaction and just 40 of americans say they would definitely agree to take a coronavirus vaccine if it was approved by the government what steps would you take to give americans confidence in a vaccine if it were approved,second,2
Joe Biden,make sure it’s totally transparent have the scientists of the world see it know it look at it go through all the processes and by the way this is the same fellow who told you “this is going to end by easter” last time this is the same fellow who told you that “don’t worry we’re going to end this by the summer” we’re about to go into a dark winter a dark winter and he has no clear plan and there’s no prospect that there’s going to be a vaccine available for the majority of the american people before the middle of next year,second,2
mediator_2,president trump your reaction he says you have no plan,second,2
Donald Trump,i don’t think we’re going to have a dark winter at all we’re opening up our country we’ve learned and studied and understand the disease which we didn’t at the beginning when i closed and banned china from coming in heavily infected and then ultimately europe but china was in january months later he was saying i was xenophobic i did it too soon now he’s saying “oh i should have moved quicker” but he didn’t move quicker he was months behind me many months behind me,second,2
Donald Trump,and frankly he ran the h1n1 swine flu and it was a total disaster far less lethal but it was a total disaster had that had this kind of numbers 700000 people would be dead right now but it was a far less lethal disease look his own person who ran that for him who as you know was his chief of staff said “it was catastrophic it was horrible we didn’t know what we were doing” now he comes up and he tells us how to do this,second,1
Donald Trump,also everything that he said about the way every single move that he said we should make that’s what we’ve done we’ve done all of it but he was way behind us,second,2
mediator_2,vice president biden your response,second,2
Joe Biden,my response is he is xenophobic but not because he shutdown access from china and he did it late after 40 countries had already done that in addition to that what he did he made sure that we had 44 people that were in there in china trying to get the wuhan to determine what exactly the source was what did the president say in january he said ” no” he said “he’s being transparent the president of china is being transparent we owe him a debt of gratitude we have to thank him”,second,1
Joe Biden,and then what happened was we started talking about using the defense act to make sure we go out and get whatever is needed out there to protect people and again i go back to this he had nothing he did virtually nothing and then he gets out of the hospital and he talks about “oh don’t worry it’s all going to be over soon” come on there’s not another serious scientist in the world who thinks it’s going to be over soon,second,1
mediator_2,president trump your reaction,second,2
Joe Biden,i didn’t say over soon i say we’re learning to live with it we have no choice we can’t lock ourselves up in a basement like joe does he has the ability to lock himself up i don’t know he’s obviously made a lot of money someplace but he has this thing about living in a basement people can’t do that by the way i as the president couldn’t do that i’d love to put myself in the basement or in a beautiful room in the white house and go away for a year and a half until it disappears i can’t do that,second,2
Joe Biden,and kirsten every meeting i had every meeting i had and i’d meet a lot of families including gold star families and military families every meeting i had and i had to meet them i had to it would be horrible to have canceled everything i said “this is dangerous and you catch it” and i caught it i learned a lot i learned a lot great doctors great hospitals and now i recovered 999 of young people recover 99 of people recover we have to recover,second,2
Donald Trump,99 of people recover we have to recover we can’t close up our nation we have to open our school and we can’t close up our nation or you’re not going to have a nation,second,2
mediator_2,and of course the cdc has said young people can get sick with covid19 and can pass it vice president biden i want to talk broadly about strategy though,second,2
Joe Biden,can i respond to that,second,2
mediator_2,30 seconds please then i have a question,second,2
Joe Biden,number one he says that we’re learning to live with it people are learning to die with it you folks home will have an empty chair at the kitchen table this morning that man or wife going to bed tonight and reaching over to try to touch there out of habit where their wife or husband was is gone learning to live with it come on we’re dying with it because he’s never said see you said “it’s dangerous” when’s the last time is it really dangerous still are we dangerous you tell the people it’s dangerous now what should they do about the danger and you say “i take no responsibility”,second,2
mediator_2,let me talk about your tuesday,second,2
Donald Trump,excuse me i take full responsibility it’s not my fault that it came here it’s china’s fault and you know what it’s not joe’s fault that it came here either it’s china’s fault they kept it from going into the rest of china for the most part but they didn’t keep it from coming out to the world including europe and ourselves,second,2
mediator_2,vice president biden,second,2
Joe Biden,the fact is that when we knew it was coming when it hit what happened what did the president say he said “don’t worry it’s going to go away it’ll be gone by easter don’t worry warm weather don’t worry maybe inject bleach” he said he was kidding when he said that but a lot of people thought it was serious a whole range of things the president has said even today he thinks we are in control we’re about to lose 200000 more people,second,2
mediator_2,president trump,second,2
Donald Trump,look perhaps just to finish this i was kidding on that but just to finish this when i closed he said i shouldn’t have closed and that went on for months nancy pelosi said the same thing she was dancing on the streets in chinatown in san francisco but when i closed he said “this is a terrible thing you xenophobic” i think he called me racist even because i was closing it to china now he says i should have closed it earlier joe it doesn’t,second,1
Joe Biden,i didn’t say either of those things,second,2
Donald Trump,you certainly did you certainly did,second,2
Joe Biden,i talked about his xenophobia in a different context it wasn’t about closing the border to chinese coming to the united states,second,2
mediator_2,all right i want to talk about both of your different strategies to handling this,second,2
Donald Trump,he thought i shouldn’t have closed the border that’s obvious,second,2
mediator_2,do you want to respond to that quickly vice president biden,second,2
Joe Biden,no,second,1
mediator_2,okay let’s talk about your different strategies toward dealing with this mr vice president you suggested you would support new shutdowns if scientists recommended it what do you say to americans who are fearful that the cost of shutdowns the impact on the economy the higher rates of hunger depression domestic and substance abuse outweighs the risk of exposure to the virus,second,2
Joe Biden,what i would say is i’m going to shut down the virus not the country it’s his ineptitude that caused the country to have to shut down in large part why businesses have gone under why schools are closed why so many people have lost their living and why they’re concerned those other concerns are real that’s why he should have been instead of in a sand trap at his golf course he should have been negotiating with nancy pelosi and the rest of the democrats and republicans about what to do about the acts they were passing for billions of dollars to make sure people had the capacity,second,1
mediator_2,but you haven’t ruled out more shut downs,second,2
Joe Biden,oh well no i’m not shutting down today but there are … look you need standards the standard is if you have a reproduction rate in a community that’s above a certain level everybody says “slow up more social distancing do not open bars and do not open gymnasiums do not open until you get this under control under more control” but when you do open give the people the capacity to be able to open and have the capacity to do it safely for example schools schools they need a lot of money to be open they need to deal with ventilation systems they need to deal with smaller classes more teachers more pods and he’s refused to support that money or at least up to now,second,2
mediator_2,let’s talk about schools president trump,second,2
Donald Trump,i think we have to respond if i might,second,2
mediator_2,please and then i have a followup,second,2
Donald Trump,thank you and i appreciate that look all he does is talk about shut downs but forget about him his democrat governors cuomo in new york you look at what’s going on in california you look at pennsylvania north carolina democrats democrats all they’re shut down so tight and they’re dying they’re dying and he supports all these people all he talks about is shut downs no we’re not going to shut down and we have to open our schools and it’s like as an example i have a young son he also tested positive by the time i spoke to the doctor the second time he was fine it just went away young people i guess it’s their immune system,second,2
mediator_2,let me follow up with you president trump you’ve demanded schools open in person and insist they can do it safely but just yesterday boston became the latest city to move its public school system entirely online after a coronavirus spike what is your message to parents who worry that sending their children to school will endanger not only their kids but also their teachers and family,second,2
Donald Trump,i want to open the schools the transmittal rate to the teachers is very small but i want to open the schools we have to open our country we’re not going to have a country you can’t do this we can’t keep this country closed this is a massive country with a massive economy people are losing their jobs they’re committing suicide there’s depression alcohol drugs at a level that nobody’s ever seen before there’s abuse tremendous abuse we have to open our country i’ve said it often the cure cannot be worse than the problem itself and that’s what’s happening and he wants to close down he’ll close down the country if one person in our massive bureaucracy says we should close it down,second,2
mediator_2,vice president biden your response,second,2
Joe Biden,simply not true we ought to be able to walk and chew gum at the same time we ought to be able to safely open but they need resources to open you need to be able to for example if you’re going to open a business have social distancing within the business you need to have if you have a restaurant you need to have plexiglass dividers so people cannot infect one another you need to be in a position where you can take testing rapidly and know whether the person is in fact infected you need to be able to trace you need to be able to provide all the resources that are needed to do this and that is not inconsistent with saying that we’re going to make sure that we’re going to open safely and by the way all you teachers out there not that many of you are going to die so don’t worry about it so don’t worry about it come on,second,2
mediator_2,president trump let me follow up with you quickly,second,2
Donald Trump,by the way i will say this if you go and look at what’s happened to new york it’s a ghost town it’s a ghost town and when you talk about plexiglass these are restaurants that had dying these are businesses with no money putting up plexiglass is unbelievably expensive and it’s not the answer i mean you’re going to sit there in a cubicle wrapped around with plastic these are businesses that are dying joe you can’t do that to people you just can’t take a look at new york and what’s happened to my wonderful city for so many years i loved it it was vibrant it’s dying everyone’s leaving new york,second,1
mediator_2,vice president biden,second,2
Joe Biden,take a look at what new york has done in terms of turning the curve down in terms of the number of people dying and i don’t look at this in terms of the way he does blue states and red states they’re all the united states and look at the states that are having such a spike in the coronavirus they’re the red states they’re the states in the midwest they’re the states in the upper midwest that’s where the spike is occurring significantly but they’re all americans they’re all americans and what we have to do is say wear these masks number one make sure we get the help that the businesses need that money’s already been passed to do that it’s been out there since the beginning of the summer and nothing’s happened,second,2
Donald Trump,kristen new york has lost more than 40000 people 11000 people in nursing homes,second,2
mediator_2,president trump what about,second,2
Donald Trump,when you say spike take a look at what’s happening in pennsylvania where they’ve had it closed take a look at what’s happening with your friend in michigan where her husband’s the only one allowed to do anything it’s been like a prison now it was just ruled unconstitutional take a look at north carolina they’re having spikes and they’ve been closed and they’re getting killed financially we can’t let that happen joe you can’t let that happen we have to open up and we understand the disease we have to protect our seniors we have to protect our elderly we have to protect especially our seniors with heart problems and diabetes problems and we will protect we have the best testing in the world by far that’s why we have so many cases,second,2
mediator_2,let me follow up with you before we move on to our next section president trump this week you called dr anthony fauci the nation’s best known infectious disease expert “a disaster” you described him and other medical experts as “idiots” if you’re not listening to them who are you listening to,second,1
Donald Trump,i’m listening to all of them including anthony i get along very well with anthony,second,3
Donald Trump,… think to all of them including anthony i get along very well with anthony but he did say “don’t wear masks” he did say as you know “this is not going to be a problem” i think he’s a democrat but that’s okay he said “this is not going to be a problem we are not going to have a problem at all” when joe says that i said anthony fauci said and others and many others and i’m not knocking him nobody knew look nobody knew what this thing was nobody knew where it was coming from what it was we’ve learned a lot but anthony said “don’t wear masks” now he wants to wear masks anthony also said if you look back exact words here’s his exact words “this is no problem this is going to go away soon” so he’s allowed to make mistakes he happens to be a good person,second,2
mediator_2,vice president biden your response quickly and then we’re going to move on to the next section,second,2
Joe Biden,my response is that think about what the president knew in january and didn’t tell the american people he was told this was a serious virus that spread in the air and it was much worse much worse than the flu he went on record and said to one of your colleagues recorded that in fact he knew how dangerous it was but he didn’t want to tell us he didn’t want to tell us because he didn’t want us to panic he didn’t want us… americans don’t panic he panicked but guess what in the meantime we find out in the new york times the other day that in fact his folks went to wall street and said “this is a really dangerous thing” and a memo out of that meeting — not from his administration but from some of the brokers — said “sell short because we’ve got to get moving it’s a dangerous problem”,second,2
Donald Trump,well this is what i,second,2
mediator_2,i’m going to give you 30 seconds to respond and then we’re going to move on,second,2
Donald Trump,crosstalk 002834 i don’t know somebody went through wall street you’re the one that takes all the money from wall street i don’t take it,second,1
Joe Biden,i haven’t,second,2
Donald Trump,joe you have raised a lot of money tremendous amounts of money and every time you raise money deals are made joe i could raise so much more money as president and as somebody that knows most of those people i could call the heads of wall street the heads of every company in america i would blow away every record but i don’t want to do that because it puts me in a bad position and then you bring up wall street you shouldn’t be bringing up wall street because you’re the one that takes the money from wall street not me i could blow away your records like you wouldn’t believe we don’t need money we have plenty of money in fact we beat hillary clinton with a tiny fraction of the money that she was able to crosstalk 002915,second,3
mediator_2,all right gentlemen we’re going to move on,second,2
Donald Trump,don’t tell me about crosstalk 002917,second,2
Joe Biden,average contribution 43,second,2
mediator_2,all right we’re going to move on to our next section which is national security and i do want to start with the security of our elections and some breaking news from overnight just last night top intelligence officials confirmed again that both russia and iran are working to influence this election both countries have obtained us voter registration information these officials say and iran sent intimidating messages to florida voters this question goes to you mr vice president what would you do to put an end to this threat you have two minutes uninterrupted,second,2
Joe Biden,i made it clear and i asked everyone else to take the pledge i made it clear that any country no matter who it is that interferes in american elections will pay a price they will pay a price and it’s been overwhelmingly clear this election — i won’t even get into the last one — this election that russia has been involved china’s been involved to some degree and now we learn that iran is involved they will pay a price if i’m elected they’re interfering with american sovereignty that’s what’s going on right now they’re interfering with american sovereignty,second,2
Joe Biden,and to the best of my knowledge i don’t think the president has said anything to putin about it i don’t think he’s talking to them a lot i don’t think he’s said a word i don’t know why he hasn’t said a word to putin about it and i don’t know what he has recently said if anything to the iranians my guess is he’d probably be more outspoken with regard to the iranians,second,2
Joe Biden,but the point is this folks we are in a situation where we have foreign countries trying to interfere in the outcome of our election his own national security advisor told him that what is happening with his buddy… well i shouldn’t… well i will his buddy rudy giuliani he’s being used as a russian pawn he’s being fed information that is russian that is not true and then what happens nothing happens and then you find out that everything that’s going on here about russia is wanting to make sure that i do not get elected the next president of the united states because they know i know them and they know me,second,2
Joe Biden,i don’t understand why this president is unwilling to take on putin when he’s actually paying bounties to kill american soldiers in afghanistan when he’s engaged in activities that are trying to destabilize all of nato i don’t know why he doesn’t do it but it’s worth asking the question why isn’t that being done any country that interferes with us will in fact pay a price because they’re affecting our sovereignty,second,1
mediator_2,president trump same question to you crosstalk 003148 let me ask the question you’re going to have two minutes to respond for two elections in a row now there has been substantial interference from foreign adversaries what would you do in your next term to put an end to this two minutes uninterrupted,second,2
Donald Trump,well let me respond to the first part as joe answered joe got 35 million from russia and it came through putin because he was very friendly with the former mayor of moscow and it was the mayor of moscow’s wife and you got 35 million your family got 35 million and someday you’re going to have to explain why did you get three and a half i never got any money from russia i don’t get money from russia,second,2
Donald Trump,now about your thing last night i knew all about that and through john — who is john ratcliffe who is fantastic dni — he said the one thing that’s common to both of them,second,3
Donald Trump,they both want you to lose because there has been nobody tougher to russia between the sanctions nobody tougher than me on russia between the sanctions between all of what i’ve done with nato i’ve got the nato countries to put up an extra 130 billion going to 420 billion a year that’s to guard against russia i sold while he was selling pillows and sheets i sold tank busters to ukraine there has been nobody tougher on russia than donald trump,second,2
Donald Trump,and i’ll tell you they were so bad they took over the submarine port you remember that very well during your term during you and barack obama they took over a big part of what should have been ukraine you handed it to them but you were getting a lot of money from russia they were paying you a lot of money and they probably still are but now with what came out today it’s even worse all of the emails the emails the horrible emails of the kind of money that you were raking in you and your family and joe you were vicepresident when some of this was happening and it should have never happened and i think you owe an explanation to the american people why is it somebody just had a news conference a little while ago who was essentially supposed to work with you and your family but what he said was damning and regardless of me i think you have to clean it up and talk to the american people maybe you can do it right now,second,1
mediator_2,vicepresident biden you may respond,second,2
Joe Biden,crosstalk 000131,second,2
mediator_2,… and then i do want to follow up on the election security,second,2
Joe Biden,i have not taken a penny from any foreign source ever in my life we learned that this president paid 50 times the tax in china as a secret bank account with china does business in china and in fact is talking about me taking money i have not taken a single penny from any country whatsoever ever number one,second,2
Joe Biden,number two this is a president… i have released all of my tax returns 22 years go look at them 22 years of my tax return you have not released a single solitary year of your tax return what are you hiding why are you unwilling the foreign countries are paying you a lot russia’s paying you a lot china’s paying you a lot on your hotels and all your businesses all around the country all around the world and china’s building a new road to a new golf course you have overseas so what’s going on here release your tax return or stop talking about corruption,second,2
mediator_2,president trump your response,second,2
Donald Trump,first of all i called my accountants underwrote it i’m going to release them as soon as we can i want to do it and it’ll show how successful how great this company is but much more importantly than that people were saying 750 i asked them a week ago i said “what did i pay” they said “sir you prepaid tens of millions of dollars” i prepaid my tax over the last number of years tens of millions of dollars i prepaid because at some point they think it’s an estimate they think i may have to pay tax so i already prepaid it nobody told me that nobody told you that,second,4
mediator_2,did your accountant tell you crosstalk 000311,second,2
Donald Trump,excuse me and it wasn’t written whenever they write this they keep talking about 750 which i think is a filing fee but let me just tell you i prepaid millions and millions of dollars in taxes number one,second,1
Donald Trump,number two i don’t make money from china you do i don’t make money from ukraine you do i don’t make money from russia you made 35 million joe and your son gave you they even have a statement that we have to give 10 to the big man you’re the big man i think i don’t know maybe you’re not but you’re the big man i think your son said we have to give 10 to the big men joe what’s that all about it’s terrible,second,2
mediator_2,all right gentlemen i want to ask you both some questions about all of this but…,second,2
Joe Biden,i have to respond to that,second,2
mediator_2,i’m going to let you both respond very quickly you just said you spoke to your accountant about potentially releasing your taxes did he tell you when you can release them do you have a deadline for when you’re going to release them to the american people,second,2
Donald Trump,as soon as the auditors finish i get treated worse than the tea party got treated because i have a lot of people in there,second,0
mediator_2,crosstalk 000406,second,2
Donald Trump,… deep down in the irs they treat me horribly we made a deal it was all settled until i decide to run for president i get treated very badly by the irs very unfairly but we had a deal all done as soon as we’re completed with the deal i want to release it but i have paid millions and millions of dollars and it’s worse than paying i paid in advance it’s called prepaying your taxes i paid crosstalk 000432,second,1
mediator_2,okay i want to ask you both about questions regarding your potential foreign entanglements and questions that have been raised to give you both a chance to talk about this more broadly respond very quickly and then i’ll get to my question,second,2
Joe Biden,why did he… he’s been saying this for four years show us just show us stop playing around you’ve been saying for four years you’re going to release your taxes,second,1
Donald Trump,everybody knows,second,2
Joe Biden,nobody knows mr president what they do know is you’re not paying your taxes or you’re paying taxes that are so low when last time he said what he paid he said i only pay that little because i’m smart i know how to game the system come on come on folks,second,1
Donald Trump,so…,second,2
mediator_2,crosstalk 000511 president trump and then i want to get to two questions to both of you on this,second,2
Joe Biden,sure,second,2
Donald Trump,i was put through a phony witch hunt for three years it started before i even got elected they spied of my campaign no president should ever have to go through what i went through let me just say this mueller and 18 angry democrats and fbi agents all over the place spent 48 million they went through everything i had including my tax returns and they found absolutely no collusion and nothing wrong 48 million i guarantee you if i spent 1 million on you joe i could find plenty wrong because the kind of things,second,0
mediator_2,all right,second,2
Donald Trump,… that you’ve done and the kind of monies that your family has taken i mean your brother made money in iraq,second,2
mediator_2,let me…,second,2
Donald Trump,… millions of dollars your other brother made a fortune and it’s all through you joe and they say you get some of it and you do live very well you have houses all over the place you live very well,second,3
mediator_2,all right gentlemen let me just ask some questions about all of this broadly vicepresident biden there have been questions about the work your son has done in china and for a ukrainian energy company when you were vicepresident in retrospect was anything about those relationships inappropriate or unethical,second,2
Joe Biden,nothing was unethical here’s what the deal with regard to ukraine we had this whole question about whether or not because he was on the board i later learned of burisma a company that somehow i had done something wrong yet every single solitary person when he was going through his impeachment testifying under oath who work for him said i did my job impeccably i carried out us policy not one single solitary thing was out of line not a single thing number one,second,2
Joe Biden,number two the guy who got in trouble in ukraine was this guy trying to bribe the ukrainian government to say something negative about me which they would not do and did not do because it never ever ever happened my son has not made money in terms of this thing about what are you talking about china i have not had… the only guy who made money from china is this guy he’s the only one nobody else has made money from china,second,1
mediator_2,president trump,second,2
Donald Trump,crosstalk 000725…,second,2
mediator_2,… let me ask my question to you crosstalk 000728…,second,2
Donald Trump,but could i just one thing,second,2
mediator_2,very quickly,second,2
Donald Trump,his son didn’t have a job for a long time was sadly no longer in the military service i won’t get into that and he didn’t have a job as soon as he became vicepresident burisma not the best reputation in the world i hear they paid him 183000 a month listen to this 183000 and they gave him a 3 million upfront payment and he had no energy experience that’s 100 dishonest,second,1
mediator_2,all right i’m going to let the vicepresident respond to that quickly and then i need to get to a question to you very quickly mr vicepresident,second,2
Joe Biden,no basis for that everybody investigated that no one said anything he did was wrong in ukraine,second,1
mediator_2,okay president trump this is for you since you took office you’ve never divested from your business you’ve personally promoted your properties abroad a report this week which was referenced does indicate that your company has a bank account in china so how can voters know that you don’t have any foreign conflicts of interest,second,2
Donald Trump,i have many bank accounts and they’re all listed and they’re all over the place i mean i was a businessman doing business the bank account you’re referring to which is everybody knows about it it’s listed the bank account was in 2013 that’s what it was it was opened it was closed in 2015 i believe and then i decided because i was going to do… i was thinking about doing a deal in china like millions of other people i was thinking about it and i decided i’m not going to do it didn’t like it i decided not to do it had an account open and i closed it,second,2
mediator_2,okay,second,2
Donald Trump,excuse me and then unlike him where he’s vicepresident and he does business i then decided to run for president after that that was before so i closed it before i even ran for president let alone became president big difference he is the vicepresident of the united states and his son his brother and his other brother are getting rich they’re like a vacuum cleaner they’re sucking up money crosstalk 000920,second,2
mediator_2,okay president trump thank you we do need to move on,second,2
Joe Biden,not true,second,2
mediator_2,i do want to ask you vicepresident biden about china let’s talk about china more broadly there have of course president trump has said that they should pay for not being fully transparent in regards to the coronavirus if you were president would you make china pay and please be specific what would that look like,second,2
Joe Biden,what i’d make china do is play by the international rules not like he has done he has caused the deficit of the china to go up not down with china up not down we are making sure that in order to do business in china you have to give all your intellectual property you have to have a partner in china it’s 51 we would not do that at all number one,second,2
Joe Biden,number two we’re in a situation where china would have to play by the rules internationally as well when i met with xi and when i was still vicepresident he said we’re setting up air identification zones in the south china sea you can’t fly through them i said we’re going to fly through them we just flew b52 b1 bombers through it we’re not going to pay attention they have to play by the rules and what’s he do he embraces guys like the thugs like in north korea and the chinese president and putin and others and he pokes his finger inaudible 001036 all of our friends all of our allies we make up only… we’re 25 25 of the world’s economy we need to be having the rest of our friends with us saying to china “these are the rules you play by them or you’re going to pay the price for not paying by them economically”,second,2
Joe Biden,that’s the way i will run it and that’s what we did and upholding steel tariffs and a range of other things when we were president and vicepresident,second,2
mediator_2,all right let’s talk about north korea,second,2
Donald Trump,no no no,second,1
mediator_2,let…,second,2
Donald Trump,excuse me no i have to…,second,2
Joe Biden,… and vice president,second,2
mediator_2,all right let’s talk about north korea,second,2
Donald Trump,excuse me no i have to respond to that,second,2
mediator_2,okay very quickly and then we’re going to move on to north korea,second,2
Donald Trump,his son walked out with a billion and a half dollars from china to …,second,2
Joe Biden,not true,second,2
Donald Trump,… after spending 10 minutes in office and being in air force two number one number two there’s a very strong email talking about your family wanting to make 10 million a year for introductions,second,2
mediator_2,president trump on china policy,second,2
Joe Biden,that’s not true,second,2
mediator_2,… though what specifically,second,2
Donald Trump,no but wait a minute,second,2
mediator_2,what are you going to do what specifically are you going to do to make china pay you’ve said you’re going to make them pay,second,2
Donald Trump,first of all china is paying they’re paying billions and billions of dollars i just gave 28 billion,second,2
mediator_2,new sanctions,second,2
Donald Trump,i just gave 28 billion to our farmers,second,2
Joe Biden,tax payer’s money,second,2
Donald Trump,it’s what,second,2
Joe Biden,taxpayer’s money didn’t come from china,second,2
Donald Trump,no no you know who the taxpayer is it’s called china,second,2
Joe Biden,not true,second,2
Donald Trump,china pays 28 billion and you know what they did to pay it joe they devalued their currency and they also paid up and you know got the money our farmers our great farmers because they were targeted you never charged them anything also i charged them 25 on dumped steel because they were killing our steel industry we were not going to have a steel industry,second,2
mediator_2,okay,second,2
Donald Trump,and now we have a steel industry,second,2
mediator_2,okay vice president biden your response please,second,2
Joe Biden,my response is look there’s a reason why he’s bringing up all this malarkey there’s a reason for it he doesn’t want to talk about the substantive issues it’s not about his family and my family it’s about your family and your family’s hurting badly if you’re a middleclass family you’re getting hurt badly right now you’re sitting at the kitchen table this morning deciding “well we can’t get new tires they’re bald because we have to wait another month or so” or “are we going to be able to pay the mortgage” or “who’s going to tell her she can’t go back to community college” they’re the decisions you’re making and the middleclass families like i grew up in scranton and claymont they’re in trouble we should be talking about your families but that’s the last thing he wants to talk about,second,1
Donald Trump,that is a typical statement,second,2
Joe Biden,i want to talk about north korea,second,2
Donald Trump,excuse me just for one second please,second,2
mediator_2,10 seconds mr president 10 seconds,second,2
Donald Trump,that’s a typical political statement let’s get off this china thing and then he looks “the family around the table everything” just a typical politician when i see that i’m not a typical politician,second,2
mediator_2,let’s talk about north korea now,second,2
Donald Trump,that’s why i got elected let’s get off the subject of china let’s talk about sitting around the table come on joe you could do better,second,1
mediator_2,we’re going to talk about north korea now president trump you’ve met with north korean leader kim jongun three times you’ve talked about your beautiful letters with him you’ve touted the fact that there hasn’t been a war or a long range missile test and yet north korea recently rolled out its biggest ever intercontinental ballistic missile and continues to develop its nuclear arsenal do you see that as a betrayal of the relationship you forged,second,2
Donald Trump,no,second,1
mediator_2,just 30 seconds here because we need to get onto the next topic,second,1
Donald Trump,so when i met with barack obama we sat in the white house right at the beginning had a great conversation was supposed to be 15 minutes and it was well over an hour he said “the biggest problem we have is north korea” he indicated we will be in a war with north korea guess what it would be a nuclear war and he does have plenty of nuclear capability in the meantime i have a very good relationship with him different kind of a guy but he probably thinks the same thing about me we have a different kind of a relationship we have a very good relationship and there’s no war and about two months ago he broke into a certain area they said “oh there’s going to be trouble” i said “no they’re not because he’s not going to do that” and i was right look instead of being in a war where millions of people seoul is 25 miles away millions and millions 32 million people millions of people would be dead right now we don’t have a war and i have a good relationship,second,2
mediator_2,president trump that’s 30 seconds vice president biden to you north korea conducted four nuclear tests under the obama administration why do you think you would be able to reign in this persistent threatening,second,2
Joe Biden,because i’d make it clear which we were making clear to china they had to be part of the deal because i made it clear as a spokesperson for the illustration when i went to china that i said “why are you moving your missile defense up so close why are you moving more forces here why are you continue to do military maneuvers with south korea” i said “because north korea is a problem and we’re going to continue to do it so we can control them we’re going to make sure we can control them and make sure they can not hurt us and so if you want to do something about it step up and help if not it’s going to continue” what has he done he’s legitimized north korea he’s talked about his good buddy who’s a thug a thug and he talks about how we’re better off and they have much more capable missiles able to reach us territory much more easily than they ever did before,second,2
